Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Pony_Relic_Bloomberg_Largestone_Title_Key,Text,,,,,Largestone,Largestone,Largestone,Largestone,Largestone,Largestone
Pony_Relic_Bloomberg_Largestone_Description_Key,Text,,,,,"+1[size], +15[attack], +40[health].","+1[size], +15[attack], +40[health].","+1[size], +15[attack], +40[health].","+1[size], +15[attack], +40[health].","+1[size], +15[attack], +40[health].","+1[size], +15[attack], +40[health]."
Pony_Relic_ImaginaryFriends_Name_Key,Text,,,,,Imaginary Friends,Imaginary Friends,Imaginary Friends,Imaginary Friends,Imaginary Friends,Imaginary Friends
Pony_Relic_BottledCutieMark_Description_Key,Text,,,,,"Pony units gain +5[attack], [health], and <b>Social</b>.","Pony units gain +5[attack], [health], and <b>Social</b>.","Pony units gain +5[attack], [health], and <b>Social</b>.","Pony units gain +5[attack], [health], and <b>Social</b>.","Pony units gain +5[attack], [health], and <b>Social</b>.","Pony units gain +5[attack], [health], and <b>Social</b>."
Pony_Relic_ImaginaryFriends_Lore_Key,Text,,,,,"I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues.","I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues.","I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues.","I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues.","I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues.","I didn't realize just how dependent some ponies are on others until I heard of one who broke down so badly after being rejected that she created a number of imaginary friends to replace her real ones. Sir Lintsalot was an entitled buffoon. Madam LeFlour was an insufferable snooty snob. Rocky wouldn't care to share the time of day, and Mr. Turnip was a vile creature who delighted in belittling everyone else. Clearly, that pony had issues."
Pony_Relic_RoyalScroll_Name_Key,Text,,,,,Royal Scroll,Royal Scroll,Royal Scroll,Royal Scroll,Royal Scroll,Royal Scroll
Pony_Relic_RoyalScroll_Description_Key,Text,,,,,0[ember] for the first spell card played each turn.,0[ember] for the first spell card played each turn.,0[ember] for the first spell card played each turn.,0[ember] for the first spell card played each turn.,0[ember] for the first spell card played each turn.,0[ember] for the first spell card played each turn.
Pony_Relic_RoyalScroll_Lore_Key,Text,,,,,"Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all...","Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all...","Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all...","Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all...","Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all...","Pony royalty use special missives to deliver messages. Sealed with wax and sent by magic, they can be delivered instantly across great distances. I'd like, for once, for one to be good news, but the Equestrian state has little desire to get involved in the war between Heaven and Hell. I may have to go with that ragtag band of misfits after all..."
Pony_Relic_JunkFood_Name_Key,Text,,,,,Junk Food,Junk Food,Junk Food,Junk Food,Junk Food,Junk Food
Pony_Relic_JunkFood_Description_Key,Text,,,,,"At the start of your turn, add a random common or uncommon pony to your hand.","At the start of your turn, add a random common or uncommon pony to your hand.","At the start of your turn, add a random common or uncommon pony to your hand.","At the start of your turn, add a random common or uncommon pony to your hand.","At the start of your turn, add a random common or uncommon pony to your hand.","At the start of your turn, add a random common or uncommon pony to your hand."
Pony_Relic_JunkFood_Lore_Key,Text,,,,,"If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular.","If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular.","If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular.","If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular.","If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular.","If you'd think that ponies ate well because of a natural vegetarian diet, well, you'd be wrong. Junk food is as much a part of their culture as it is everywhere else. Loaded with fats, salts, and sugars, about the only thing it has going for it is that it sure is popular."
Pony_Relic_JunkFood_Activated_Key,Text,,,,,Pony!,Pony!,Pony!,Pony!,Pony!,Pony!
Pony_Relic_TheSeventhElement_Name_Key,Text,,,,,The Seventh Element,The Seventh Element,The Seventh Element,The Seventh Element,The Seventh Element,The Seventh Element
Pony_Relic_TheSeventhElement_Description_Key,Text,,,,,"When played, units gain +1[attack] per permanent unit in your deck.","When played, units gain +1[attack] per permanent unit in your deck.","When played, units gain +1[attack] per permanent unit in your deck.","When played, units gain +1[attack] per permanent unit in your deck.","When played, units gain +1[attack] per permanent unit in your deck.","When played, units gain +1[attack] per permanent unit in your deck."
Pony_Relic_TheSecondSeventhElement_Description_Key,Text,,,,,"Triggered abilities on <b>Social</b> units activate an additional time.","Triggered abilities on <b>Social</b> units activate an additional time.","Triggered abilities on <b>Social</b> units activate an additional time.","Triggered abilities on <b>Social</b> units activate an additional time.","Triggered abilities on <b>Social</b> units activate an additional time.","Triggered abilities on <b>Social</b> units activate an additional time."
Pony_Relic_TheSeventhElement_Lore_Key,Text,,,,,"In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken.","In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken.","In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken.","In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken.","In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken.","In Equestrian lore, it's speculated that a lost seventh element of harmony exists which embodies some other virtue like courage, redemption, or honor. This one, however, has to be a joke. It appears to be nothing more than an ordinary rubber chicken."
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
CardEffectSocial_TooltipTitle,Text,,,,,Social,Social,Social,Social,Social,Social
CardEffectSocial_Description,Text,,,,,<b>Social</b>.,<b>Social</b>.,<b>Social</b>.,<b>Social</b>.,<b>Social</b>.,<b>Social</b>.
CardEffectSocial_TooltipText,Text,,,,,"When played, This unit will attempt to move to your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size].","When played, This unit will attempt to move your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size].","When played, This unit will attempt to move your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size].","When played, This unit will attempt to move your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size].","When played, This unit will attempt to move your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size].","When played, This unit will attempt to move your floor with the highest current occupancy if one exits with more friendly units than the floor they were placed on. Full rooms are ignored. This can exceed a floor's [size]."
CardTraitHerd_TooltipTitle,Text,,,,,Herd,Herd,Herd,Herd,Herd,Herd
CardTraitHerd_TooltipText,Text,,,,,This card requires a minimum number of friendly units to be present before it can be played on that floor.,This card requires a minimum number of friendly units to be present before it can be played on that floor.,This card requires a minimum number of friendly units to be present before it can be played on that floor.,This card requires a minimum number of friendly units to be present before it can be played on that floor.,This card requires a minimum number of friendly units to be present before it can be played on that floor.,This card requires a minimum number of friendly units to be present before it can be played on that floor.
CardTraitHerd_CardText,Text,,,,,Herd: {0},Herd: {0},Herd: {0},Herd: {0},Herd: {0},Herd: {0}
,,,,,,,,,,,
,,,,,,,,,,,
Equestrian_Champ_Name,Text,,,,,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee
Equestrian_Clan_Name,Text,,,,,Equestrian,Equestrian,Equestrian,Equestrian,Equestrian,Equestrian
Equestrian_Exile_Name,Text,,,,,Tantabus,Tantabus,Tantabus,Tantabus,Tantabus,Tantabus
Clan_desc,Text,,,,,"Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world.","Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world.","Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world.","Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world.","Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world.","Small, cute and friendly, the Equestrians are unlikely champions of Hell. But when Tarturus froze over, they realized the errors of Heaven's ways, and will fight to restore balance to the world."
Clan_subdesc,Text,,,,,Ally yourself with the tiny and timid Equestrians.,Ally yourself with the tiny and timid Equestrians.,Ally yourself with the tiny and timid Equestrians.,Ally yourself with the tiny and timid Equestrians.,Ally yourself with the tiny and timid Equestrians.,Ally yourself with the tiny and timid Equestrians.
name_equestrian_banner,Text,,,,,Equestrian Banner,Equestrian Banner,Equestrian Banner,Equestrian Banner,Equestrian Banner,Equestrian Banner
desc_equestrian_banner,Text,,,,,Gain an Equestrian unit.,Gain an Equestrian unit.,Gain an Equestrian unit.,Gain an Equestrian unit.,Gain an Equestrian unit.,Gain an Equestrian unit.
,,,,,,,,,,,
,,,,,,,,,,,
Pony_Enhancer_Friendstone_Name_Key,Text,,,,,Friendstone,Friendstone,Friendstone,Friendstone,Friendstone,Friendstone
Pony_Enhancer_Friendstone_Description_Key,Text,,,,,"+5[attack], [health] and <b>Social</b>.","+5[attack], [health] and <b>Social</b>.","+5[attack], [health] and <b>Social</b>.","+5[attack], [health] and <b>Social</b>.","+5[attack], [health] and <b>Social</b>.","+5[attack], [health] and <b>Social</b>."
Pony_Enhancer_Playstone_Name_Key,Text,,,,,Playstone,Playstone,Playstone,Playstone,Playstone,Playstone
Pony_Enhancer_Playstone_Description_Key,Text,,,,,"-2[ember] and a second, random upgrade.","-2[ember] and a second, random upgrade.","-2[ember] and a second, random upgrade.","-2[ember] and a second, random upgrade.","-2[ember] and a second, random upgrade.","-2[ember] and a second, random upgrade."
Pony_Enhancer_Gradstone_Name_Key,Text,,,,,School of Hard Bucks Graduate,School of Hard Bucks Graduate,School of Hard Bucks Graduate,School of Hard Bucks Graduate,School of Hard Bucks Graduate,School of Hard Bucks Graduate
Pony_Enhancer_Gradstone_Description_Key,Text,,,,,"+10[attack], +20[health], 0[ember], and <b>Social</b>.","+10[attack], +20[health], 0[ember], and <b>Social</b>.","+10[attack], +20[health], 0[ember], and <b>Social</b>.","+10[attack], +20[health], 0[ember], and <b>Social</b>.","+10[attack], +20[health], 0[ember], and <b>Social</b>.","+10[attack], +20[health], 0[ember], and <b>Social</b>."
,,,,,,,,,,,
,,,,,,,,,,,
StatusEffect_social_CardText,Text,,,,,<b>Social</b>,<b>Social</b>,<b>Social</b>,<b>Social</b>,<b>Social</b>,<b>Social</b>
StatusEffect_social_CharacterTooltipText,Text,,,,,"When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room."
StatusEffect_social_CardTooltipText,Text,,,,,"When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room.","When played, this unit will attempt to move to your most occupied room."
StatusEffect_social_NotificationText,Text,,,,,Social,Social,Social,Social,Social,Social
StatusEffect_social_Stack_CardText,Text,,,,,"<br>When played, this unit will attempt to move to your most occupied room.","<br>When played, this unit will attempt to move to your most occupied room.","<br>When played, this unit will attempt to move to your most occupied room.","<br>When played, this unit will attempt to move to your most occupied room.","<br>When played, this unit will attempt to move to your most occupied room.","<br>When played, this unit will attempt to move to your most occupied room."
,,,,,,,,,,,
,,,,,,,,,,,
Pony_Champion_MareaLee_Name_Key,Text,,,,,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee,Mare a Lee
Pony_Champion_MareaLee_Lore_Key,Text,,,,,"Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?","Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?","Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?","Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?","Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?","Sweet, innocent, Mare a Lee. Do you really think that the monsters of Hell will be your allies, or that Heaven will forgive you if you fail? Are you willing to put your very soul itself in peril to lead this suicidal quest into Hell for... for what, exactly? So you don't have to change the answer key to one of your multiple choice questions?"
Pony_Champion_MareaLee_MentorI_Title_Key,Text,,,,,Teacher,Teacher,Teacher,Teacher,Teacher,Teacher
Pony_Champion_MareaLee_MentorI_Description_Key,Text,,,,,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.,<b>Summon</b>: Add a Trash Panda to your hand.<br><b>Resolve</b>: Restore 4 health to friendly units.
Pony_Champion_MareaLee_MentorI_Trigger0_Key,Text,,,,,Add a Trash Panda to your hand.,Add a Trash Panda to your hand.,Add a Trash Panda to your hand.,Add a Trash Panda to your hand.,Add a Trash Panda to your hand.,Add a Trash Panda to your hand.
Pony_Champion_MareaLee_MentorI_Trigger1_Key,Text,,,,,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.
Pony_Champion_MareaLee_MentorII_Title_Key,Text,,,,,Teacher II,Teacher II,Teacher II,Teacher II,Teacher II,Teacher II
Pony_Champion_MareaLee_MentorII_Description_Key,Text,,,,,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.,<b>Summon</b>: Add three little fillies to your hand.<br><b>Resolve</b>: Restore 8 health to friendly units.
Pony_Champion_MareaLee_MentorII_Trigger0_Key,Text,,,,,Add a three little ponies to your hand.,Add a three little ponies to your hand.,Add a three little ponies to your hand.,Add a three little ponies to your hand.,Add a three little ponies to your hand.,Add a three little ponies to your hand.
Pony_Champion_MareaLee_MentorII_Trigger1_Key,Text,,,,,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.
Pony_Champion_MareaLee_MentorIII_Title_Key,Text,,,,,Teacher III,Teacher III,Teacher III,Teacher III,Teacher III,Teacher III
Pony_Champion_MareaLee_MentorIII_Description_Key,Text,,,,,"<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units.","<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units.","<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units.","<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units.","<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units.","<b>Resolve</b>: Add a random uncommon Pony unit to your hand with +10[attack][health], <b>Social</b>, and 0[ember].<br><b>Resolve</b>: Restore 15 health to friendly units."
Pony_Champion_MareaLee_MentorIII_Trigger0_Key,Text,,,,,"Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember].","Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember].","Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember].","Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember].","Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember].","Add a random Uncommon pony to your hand with +10[attack][health], <b>Social</b>, and 0[ember]."
Pony_Champion_MareaLee_MentorIII_Trigger1_Key,Text,,,,,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.,Restore {[effect0.power]} health to friendly units.
Pony_Champion_MareaLee_CoachI_Title_Key,Text,,,,,Coach,Coach,Coach,Coach,Coach,Coach
Pony_Champion_MareaLee_CoachI_Description_Key,Text,,,,,<b>Enchant</b>: <b>Endless</b>.,<b>Enchant</b>: <b>Endless</b>.,<b>Enchant</b>: <b>Endless</b>.,<b>Enchant</b>: <b>Endless</b>.,<b>Enchant</b>: <b>Endless</b>.,<b>Enchant</b>: <b>Endless</b>.
Pony_Champion_MareaLee_CoachI_Trigger_Key,Text,,,,,<b>Endless</b>.,<b>Endless</b>.,<b>Endless</b>.,<b>Endless</b>.,<b>Endless</b>.,<b>Endless</b>.
Pony_Champion_MareaLee_CoachII_Title_Key,Text,,,,,Coach II,Coach II,Coach II,Coach II,Coach II,Coach II
Pony_Champion_MareaLee_CoachII_Description_Key,Text,,,,,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.,<b>Enchant</b>: <b>Endless</b> and <b>Quick</b>.
Pony_Champion_MareaLee_CoachII_Trigger_Key,Text,,,,,<b>Endless</b> and <b>Quick</b>.,<b>Endless</b> and <b>Quick</b>.,<b>Endless</b> and <b>Quick</b>.,<b>Endless</b> and <b>Quick</b>.,<b>Endless</b> and <b>Quick</b>.,<b>Endless</b> and <b>Quick</b>.
Pony_Champion_MareaLee_CoachIII_Title_Key,Text,,,,,Coach III,Coach III,Coach III,Coach III,Coach III,Coach III
Pony_Champion_MareaLee_CoachIII_Description_Key,Text,,,,,"<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Enchant</b>: <b>Endless</b>, <b>Quick</b> and <b>Trample</b>."
Pony_Champion_MareaLee_CoachIII_Trigger_Key,Text,,,,,"<b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Endless</b>, <b>Quick</b> and <b>Trample</b>.","<b>Endless</b>, <b>Quick</b> and <b>Trample</b>."
Pony_Champion_MareaLee_TutorI_Title_Key,Text,,,,,Tutor,Tutor,Tutor,Tutor,Tutor,Tutor
Pony_Champion_MareaLee_TutorI_Description_Key,Text,,,,,"At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand.","At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand.","At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand.","At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand.","At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand.","At end of turn, apply +5[attack], +5[health], and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_TutorI_Trigger_Key,Text,,,,,"Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand.","Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand.","Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand.","Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand.","Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand.","Apply +3[attack], +3[health], and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_TutorII_Title_Key,Text,,,,,Tutor II,Tutor II,Tutor II,Tutor II,Tutor II,Tutor II
Pony_Champion_MareaLee_TutorII_Description_Key,Text,,,,,"At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand.","At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand.","At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand.","At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand.","At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand.","At end of turn, apply +10[attack], +10[health], -1[ember] and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_TutorII_Trigger_Key,Text,,,,,"Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand.","Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand.","Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand.","Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand.","Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand.","Apply +6[attack], +6[health], -1[ember], and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_TutorIII_Title_Key,Text,,,,,Tutor III,Tutor III,Tutor III,Tutor III,Tutor III,Tutor III
Pony_Champion_MareaLee_TutorIII_Description_Key,Text,,,,,"At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","At end of turn, apply +20[attack], +20[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_TutorIII_Trigger_Key,Text,,,,,"Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand.","Apply +10[attack], +10[health], -1[ember], -1[size] and <b>Frozen</b> to units in hand."
Pony_Champion_MareaLee_Chatter_Idle_1_Key,Text,,,,,"We can do this together.","We can do this together.","We can do this together.","We can do this together.","We can do this together.","We can do this together."
Pony_Champion_MareaLee_Chatter_Idle_2_Key,Text,,,,,"Hang tight, my little ponies.","Hang tight, my little ponies.","Hang tight, my little ponies.","Hang tight, my little ponies.","Hang tight, my little ponies.","Hang tight, my little ponies."
